name,price,location,link,Description,Property Address,Condition,Furnishing,Attribute_1,Attribute_2,Attribute_3,Estate Name,Property Size,Subtype,Service Charge Fee,Service Charge Covers,Agency Fee,Legal and Agreement Fee,Caution Fee,Total Fee,Pets,New Property,Total Rooms,Parking Space,Broker Fee,Furnished,Housing Quality,Smoking,Parties
4bdrm Duplex in Lekki Phase 1 for rent, 7000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/4bdrm-duplex-in-lekki-phase-1-for-rent-gcq094AmpcRGfiid8Ts2JOCt.html?page=5&pos=17&cur_pos=17&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=101,"*Letting!!* 4 bedroom terrace duplex *Lekki Phase 1* . Annual rent ... #7million . Caution fee... #500,000 . Service charge... #700,000. . Legal fee #600,000 . Agency fee #700,000 *Self-serviced- come with your gen*",Lekki phase 1,Renovated,Semi-Furnished,Duplex,4 bedrooms,6 bathrooms,Lekki phase 1,"1000
     
      sqm",,700000,"Security,lawma,cleaning,wastage dissposer,water treatment,drainage of sockaway mentainance estate dues",,,,,,,,,,,,,
5bdrm Duplex in Lekki Phase 1 for rent, 18000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/5bdrm-duplex-in-lekki-phase-1-for-rent-pOEpcdD2bn9ThQWIE8XerGas.html?page=5&pos=19&cur_pos=19&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=103,"FOR RENT: a massive 5Bedroom semi detached duplex with 2 room boy's quarter in a serene and secured estate Lekki.
Rent: N18M
03FE22",Lekki,Fairly Used,Unfurnished,Duplex,5 bedrooms,5 bathrooms,,"500
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Agungi for rent, 5000000,"Lekki, Agungi",https://jiji.ng/agungi/houses-apartments-for-rent/4bdrm-duplex-in-agungi-for-rent-e3xKmfy88bFxuBMGLqxgcTD.html?page=6&pos=1&cur_pos=1&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=107,"4 Bedroom Semi-Detached House with Security House & BQ for Rent 
Price: ₦5,000,000
Caution: ₦500,000
Legal: ₦500,000
Agency: ₦500,000
Location: Agungi, Lekki  
Features:
-All Rooms Ensuite
-Fitted Kitchen
-POP Ceiling
-Wardrobe
-Water Treatment
-Water Heater
-Heat Extractor
-Ample Parking Space
- Car park (4/5 cars)
Inquiries II inspection II Purchase II Call
WhatsApp +
Email: 
Website: 
Facebook: 
Instagram: 
LinkedIn: 
Youtube:",Agungi,Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,"300
     
      sqm",,,,,,,,,,,,,,,,
3bdrm Apartment in Ikoyi for rent, 20000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/3bdrm-apartment-in-ikoyi-for-rent-ut2QTcOeYiGj5EqXqxV21V7u.html?page=6&pos=5&cur_pos=5&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=111,"3 Bedroom fully serviced apartment in a serene and most secured neighborhood in Banana Island , Lagos
Price: 20 million Naira
Agency: 10%
Legal: 5%
Caution - 1m
Service charge: 5m/annum (including diesel deposit)
- 
Features
- Fitted Kitchen
- POP Ceilings
- Water Treatment
- 24/7 Security
- 24hrs power
- Water heater 
- Inbuilt speakers
- Fully Serviced 
- Walk-in Shower
- Gym
- Swimming pool",banana Island,Fairly Used,Unfurnished,Apartment,3 bedrooms,3 bathrooms,,"500
     
      sqm",,5000000,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-htxnDU5Bx2ZA8wU4X5iSmyAH.html?page=6&pos=8&cur_pos=8&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=114,"FOR RENT! 
Lovely 4 Bedroom Semi Detached Duplex 
Location- Ikota, Lekki
Rent - N5million per annum
Caution -N250,000
Agency - 10% 
Legal - 5%
Property Features:
- [x] 24hrs Security
- [x] Self Service
- [x] Fully Furnished
- [x] Room ensuite 
- [x] Visitors toilet
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet",Ikota,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,"500
     
      sqm",,,,,,,,,,,,,,,,
Furnished 4bdrm Duplex in Ikoyi Parkview for Rent, 9000000,"Ikoyi, Parkview Estate",https://jiji.ng/parkview-estate/houses-apartments-for-rent/furnished-4bdrm-duplex-in-ikoyi-parkview-for-rent-rfsqonSD1OMXSvDdbZczndk6.html?page=6&pos=9&cur_pos=9&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=115,4bedroom pent house maisonette duplex with bq elevator at park view estate ikoyi 9milion 24hr light security guard interlock road full Pop cliing wardrobe and kitchen cabinets standard security guard water heater water treatment plant,Parkview estate Ikoyi,Newly-Built,Furnished,Duplex,4 bedrooms,4 bathrooms,Ikoyi Parkview estate,"1000
     
      sqm",,,,,,,,Pets Allowed,,,,,,,,
"Furnished 5bdrm House in Inside An Estate, Lekki for rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-5bdrm-house-in-inside-an-estate-lekki-for-rent-rRLX15QGUqKDA6TJnNUTbevS.html?page=6&pos=12&cur_pos=12&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=118,"To Let  SEMI
5 bedroom Semi detached with a bq and study room inside an estate at Osapa London Lekki. ANO
Agency 10%
Legal 10%
Caution 10%
Service charge to be discussed with the facility manager",Osapa London,Newly-Built,Furnished,House,5 bedrooms,5 bathrooms,Inside an estate,"690
     
      sqm",Semi-Detached,,,,,,,,,,,,,,,
4bdrm Duplex in Ikota for rent, 7000000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-for-rent-6E87Z9rkKVujcXq5euSvIOli.html?page=6&pos=15&cur_pos=15&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=121,"4 Bedroom Detached Duplex For Rent 
Price: ₦7,000,000
Caution: ₦700,000
Legal: ₦700,000
Agency: ₦700,000
Location: Ikota  
Features:
-All Rooms Ensuite
-CCTV
-Jacuzzi
-Fitted Kitchen
-POP Ceiling
-Wardrobe
-Water Treatment
-In-built Speakers
-Walk-in Closet
-Water Heater
-Heat Extractor
-Ample Parking Space
Inquiries II inspection II Purchase II Call
WhatsApp +
Email: 
Website: 
Facebook: 
Instagram: 
LinkedIn: 
Youtube:",Ikota,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,"600
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Penthouse in Ikoyi for rent, 35000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/4bdrm-penthouse-in-ikoyi-for-rent-cQ2QMNZF4tkUmqSKxzZOHoSu.html?page=6&pos=18&cur_pos=18&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=124,"6 units of 3bedroom and 4bedroom Penthouse 

Agency 10%
Agreement 10%
Caution 10%
SC. On request",Thomson Avenue,Newly-Built,Unfurnished,Penthouse,4 bedrooms,4 bathrooms,Ikoyi,"850
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-g6slTJxaqEhmccC8TVijlcqY.html?page=7&pos=2&cur_pos=2&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=128,"Fully Serviced Luxury 4Bedrooms Terrace Duplex with BQ For Rent
 Location: Osapa London Lekki Lagos.
Rent: N6M Per annum
Agency: 10%: 
Legal: 10%: 
Caution fee: 
Service charge  per month (Paid to the Estate Management)
*Features:*
 Fully serviced 
 All rooms En-suite 
 Ample parking space 
 Serene Environment 
 Accessible Road
Swimming pool 
Gym 
Lounge / Sit out Area 
 For more information call WhatsApp","Osapa London, Lekki.",Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,"600
     
      sqm",,,,,,,,,,,,,,,,
5bdrm Duplex in Gra Magodo for rent, 6000000,"Magodo, GRA Phase 2 Shangisha",https://jiji.ng/gra-phase-2/houses-apartments-for-rent/5bdrm-duplex-in-gra-magodo-for-rent-geBF6L3wG69bRqvXpdY1RLNQ.html?page=7&pos=5&cur_pos=5&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=131,"5 bedroom duplex fully detached in magodo phase 1 isheri GRA 6million per annum.

Don chris.",Most notable secured GRA,Fairly Used,Unfurnished,Duplex,5 bedrooms,5 bathrooms,GRA Magodo,"550
     
      sqm",,,,,,,,,,,,,,,,
Furnished 4bdrm Duplex in Lekki for rent, 11000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-duplex-in-lekki-for-rent-B6mIZIk3WbD5Mpd4av9s1zut.html?page=7&pos=8&cur_pos=8&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=134,"Fully Furnished 4 bedrooms Detached Duplex with BQ (Back unit available)
Price - 11,000,000
Agency- 10%
Legal - 10%
Caution - 1.1m
-FEATURES-
24/7 Security 
Pop ceilings
Fitted Kitchen 
Water treatment 
Water heaters 
Inbuilt speakers 
Snooker board 
BQ
Generator
Self Serviced.",Ikate,Fairly Used,Furnished,Duplex,4 bedrooms,4 bathrooms,,"500
     
      sqm",,,,,,,,,,,,,,,,
"5bdrm Duplex in Chevy View Estates, Chevron for rent", 4500000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/5bdrm-duplex-in-chevy-view-estates-chevron-for-rent-krWYIoIQcPtjdbST4vUrNiCl.html?page=7&pos=11&cur_pos=11&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=137,To let 5 bedroom fully detached duplex in Chevy view estate standard 5 bedrooms flats full pop ciling wardrobe and kitchen cabinets standard parking space all rooms en-suite prices 4.5milion agency 10% agreement fees 10% refundable countion 10% is seif services,chevy view chevron,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,chevy view estates,"700
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Ikota for rent, 5500000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-for-rent-6h4llnRgNwy6DlER4rggXFWM.html?page=7&pos=14&cur_pos=14&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=140,"4 bedroom semi-detached duplex for rent.
Rent: 5.5m
Agency: 550k
Legal : 550k
Caution : 550k
Total package: 7,150, 000
 Feature:
All room ensuite 
24hours security 
Stamp concrete floor
Water heater 
Serviced Estate 
Bathtub
Self serviced",Ikota,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,"500
     
      sqm",,,,,,,,,,,,,,,,
Furnished 5bdrm Duplex in Ologolo Lekki Areas for rent, 5000000,"Lekki, Ologolo",https://jiji.ng/ologolo/houses-apartments-for-rent/furnished-5bdrm-duplex-in-ologolo-lekki-areas-for-rent-mhSlYvOoWwTMCoB4Ib3srd7P.html?page=7&pos=17&cur_pos=17&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=143,"5 bedroom semi detached duplex
Ologolo
Rent - ₦5million
Agency- ₦500k
Legal agreement- ₦500k
Caution deposit- ₦250k
Total package- ₦6.250million only
All rooms ensuite
Self compound
Self serviced
Bq
Gated estate
Balcony",lekki ologolo,Newly-Built,Furnished,Duplex,5 bedrooms,5 bathrooms,Ologolo lekki areas,"600
     
      sqm",,,,,,,,,,,,,,,,
2bdrm Apartment in Lekki for rent, 3500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/2bdrm-apartment-in-lekki-for-rent-vVUzTRKNEUdMTo2rXklhr9X1.html?page=7&pos=21&cur_pos=21&ads_per_page=23&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=147,"*AVAILABLE LETTING AT ORCHID ROAD*
Newly built service 2bedroom flat with fitted kitchen large living room, good road network and ample parking space at orchid Road. 
Legal = 10%
Agency = 10%
Light is 24hrs everyday",Orchid with access to olaje,Newly-Built,Semi-Furnished,Apartment,2 bedrooms,3 bathrooms,,"500
     
      sqm",,,,,,,,,,,,,,,,
"4bdrm Duplex in Western Estate, Ikota for rent", 4500000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-western-estate-ikota-for-rent-dCnhhGL5fKbeldtmLxKQc2MX.html?page=8&pos=1&cur_pos=1&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=150,"Brand new 4 bedroom room terrace duplex in western estate along ikota ,all rooms are en-suite with a gym and swimming pool in the compand,and 24 hrs light and security men... etc
rent... 4.5k
sc. 85k. monthly... for light and maintenance... 
caution. 500k
legal. 10%
agent. 10%",BRAND NEW 4 BEDROOM TERRACE DUPLEX IN WESTERN ESTATE IKOTA,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,Western estate,"320
     
      sqm",,85000,"Cleaning of the compand, lawman, pumping of water, light, maintenance of the swimming pool.. etc",,450000,500000,,,,,,,,,,
4bdrm Apartment in Chevron for rent, 6500000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/4bdrm-apartment-in-chevron-for-rent-soOrsSzlEwCSMXZWR5svHyrl.html?page=8&pos=3&cur_pos=3&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=152,"Well furnished 4 bedroom terrace 
Rent: 6.5M
Legal & aggreement: 10%
Agency fee: 10%",Orchid Rd,Newly-Built,Semi-Furnished,Apartment,4 bedrooms,5 bathrooms,,"500
     
      sqm",,,,,,,,,,,,,,,,
"2bdrm Bungalow in Estate, Gbagada for rent", 2500000,Gbagada,https://jiji.ng/gbagada/houses-apartments-for-rent/2bdrm-bungalow-in-estate-gbagada-for-rent-fFIIYLZDSUtEkps6wS1LccbQ.html?page=8&pos=5&cur_pos=5&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=154,"Just out for let now
Fastest finger
Executive standard Newly built two bedroom flat with all rooms ensuit with wardrobe and kitchen cabinet just 3 in compound in very quiet street estate Gbagada",Gbagada,Newly-Built,Unfurnished,Bungalow,2 bedrooms,3 bathrooms,estate,"210
     
      sqm",Detached,,,,,,,,,,,,,,,
Furnished 3bdrm Apartment in Chevron for rent, 8000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/furnished-3bdrm-apartment-in-chevron-for-rent-oWT9lUq5doOKVS3GkePhmvyk.html?page=8&pos=9&cur_pos=9&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=158,"*FOR RENT! * 
Lovely 3 Bedroom Furnished Apartment
 *Location* : Chevron, Lekki
Price - N8,000,000
Service Charge- N1,200,000
Legal - 10%
Agency - 10%
Caution - 10%
 *Property Features:* 
- [x] Fully furnished 
- [x] Very spacious rooms
- [x] Call to access estate 
- [x] Serene environment
Mari_stories link",Chevron,Newly-Built,Furnished,Apartment,3 bedrooms,4 bathrooms,Chevron,"800
     
      sqm",,1200000,"Covers diesel ⛽ deposit 
security 
lawma
cleaning 
wastage dissposer 
drainage of sockaway 
mentainance 
generator mentainance 
estate dues 
water treatments 
and other services",800000,800000,800000,2400000,,,,,,,,,
Furnished 4bdrm Duplex in Ifako-Gbagada for rent, 160000000,"Gbagada, Ifako-Gbagada",https://jiji.ng/ifako-gbagada/houses-apartments-for-rent/furnished-4bdrm-duplex-in-ifako-gbagada-for-rent-8XMDl6Oz6MI80UDkFccU4Xcu.html?page=8&pos=13&cur_pos=13&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=162,4 bedroom detached house at Ifako Gbagada 160m net title RC,Ifako-Gbagada,Newly-Built,Furnished,Duplex,4 bedrooms,4 bathrooms,Ifako-Gbagada,"50
     
      sqm",,,,,,,,,,,,,,,,
"4bdrm Townhouse / Terrace in Orchid Road, Chevron for rent", 4000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-orchid-road-chevron-for-rent-jT02doVYUV64bIvNwUtyTmj6.html?page=8&pos=15&cur_pos=15&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=164,"Tô let
4bedroom terrace duplex for rent in an estate all room En-suite
Location Orchid road
Rent 4m
Agency 10
Legal 10
Caution 10
Service charge 45k monthly pay",Orchid road,Newly-Built,Unfurnished,Townhouse / Terrace,4 bedrooms,4 bathrooms,Orchid road,"300
     
      sqm",,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki Phase 1 for rent, 8000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/4bdrm-duplex-in-lekki-phase-1-for-rent-nrbGWAn4fZYXNeithE60enqB.html?page=8&pos=18&cur_pos=18&ads_per_page=20&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=167,"4 bedroom terrace duplex for rent in a call to access estate 
location: lekki phase 1, lagos 
rent: 8m per annum
other charges:
-agency 10%
-legal. 10%
-caution 500k
features
 • expansive livingroom 
- 24 hours security
- ⁠cozy and spacious bedrooms 
- interlocked floor
- fitted kitchen
- water heater
- bq
- pop ceiling",Lekki phase 1,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,6 bathrooms,Lekki phase 1,"1000
     
      sqm",,,,8000000,800000,500000,9300000,,,,,,,,,
4bdrm Duplex in Chevron for rent, 5000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/4bdrm-duplex-in-chevron-for-rent-nvYxBVCqA945UUHXoxgoTKzK.html?page=9&pos=1&cur_pos=1&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=170,"4 bedroom semi-detached duplex in Chevron For Rent.
Rent - N5m
Legal - 10%
Agency - 10%
Caution -N500k","Chevron, Lekki.",Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,"520
     
      sqm",,,,,,,,,,,,,,,,
"4bdrm Duplex in Bourdillion Road, Ikoyi for rent", 15000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/4bdrm-duplex-in-bourdillion-road-ikoyi-for-rent-uikEU70YcgPQqSLwXCvN0iyq.html?page=9&pos=3&cur_pos=3&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=172,"House 🏠 up for.lease.
Location: Bourdillion Road. Old Ikoyi*
A very neat and beautiful fully serviced, spacious & soild 4 bedroom Terraced Duplex with a room BQ.
Phcn/Diesel pay as you consume",Old Ikoyi,Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,Bourdillion Road,"1000
     
      sqm",,,,,,,,,,,,,,,,
5bdrm Duplex in Lekki Phase 1 for rent, 14000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/5bdrm-duplex-in-lekki-phase-1-for-rent-cvie9lV4iX3QqdqrBzh6yyvK.html?page=9&pos=7&cur_pos=7&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=176,"TO LET/LEKKI PHASE 1
Stand alone 5bedroom duplex with a Bq
Rent:14M
If you are paying for 2years it will be 13M per annum.
Agent and Legal:10% each
Caution:1M.
Ref Daniel080XXXXXXXX",Lekki lagos nigeria,Fairly Used,Unfurnished,Duplex,5 bedrooms,6 bathrooms,Lekki phase 1,"1000
     
      sqm",,,,,,,,,,,,,,,,
"5bdrm Duplex in Megamound Estate, Ikota for rent", 6500000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/5bdrm-duplex-in-megamound-estate-ikota-for-rent-Voc5fPEBRzOV6QlfZLtccou.html?page=9&pos=9&cur_pos=9&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=178,"Megamound Estate, Lekki County Homes Lekki Lagos 6.5M $6,125 Per Annum 5 bedroom duplex house with a fully fitted kitchen, spacious compound, stamped concrete, 24/7 tight security, good road network, and many more for rent.
Legal 10% 
Caution 10% 
Agency 10%",lekki county homes,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,Megamound estate,"400
     
      sqm",,,,650000,650000,650000,,,,,,,,,,
4bdrm Duplex in Chevrons Orchid for rent, 6000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/4bdrm-duplex-in-chevrons-orchid-for-rent-na7BMNc4XFUk5YMjkCwtTKOm.html?page=9&pos=12&cur_pos=12&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=181,"Brand 4bedroom semi detached duplex at orchid road 
Rent :6milion",orchid roads chevrons,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,chevrons orchid roads,"600
     
      sqm",,,,,,,,,,,,,,,,
"4bdrm Duplex in Oral Estate, Lekki for rent", 5500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-oral-estate-lekki-for-rent-ilXHBHiclH1Q5v2dpmwioPNP.html?page=9&pos=15&cur_pos=15&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=184,"To let !! || 
4bed detached duplex 
4 bedroom semi detached duplex 
location:  oral estate , lekki lagos 
rent: 5.5m per annum
other charges:
- agency 10%
- legal. 10%
- caution 10%
- total package:
features
- all rooms ensuite
- pop ceiling
- water heater
- walk-in-shower
- interlocked floor",Oral estate,Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,Oral estate,"300
     
      sqm",,,,,,,,,,,,,,,,
5bdrm House in Ologolo for rent, 6000000,"Lekki, Ologolo",https://jiji.ng/ologolo/houses-apartments-for-rent/5bdrm-house-in-ologolo-for-rent-uCdmKB1TgwetyK30FzyO2X5z.html?page=9&pos=18&cur_pos=18&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=187,"Self service 5 Bedroom detached duplex with BQ at Ologolo SPG. Not in an estate
Rent - 6M Sightly negotiable 
Legal - 10%
Agency- 10%
Caution - 500k",SPG,Fairly Used,Unfurnished,House,5 bedrooms,5 bathrooms,,"450
     
      sqm",Detached,,,10,10,10,30,,,,,,,,,
4bdrm Duplex in Ikota Estate for rent, 8000000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-estate-for-rent-bjGzsRWsimk0iyEh4Zrg49no.html?page=9&pos=21&cur_pos=21&ads_per_page=21&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=190,"Brand new luxurious 4 bedroom duplex with a bq fully detached and a security house 
Covers 500sqms of land 
@ ikota  estate  
Rent 8m 2yrs upfront 
Agency 2yrs 
Agreement 2yrs 
Caution 800k refundable 
Self serviced can be used for commercial and residential 
 Located in a serene and strategic environment.",Ikota estate,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,6 bathrooms,Ikota estate,"500
     
      sqm",,,,1600000,1600000,800000,4000000,,,,,,,,,
Furnished 3bdrm Maisonette in 1004 for rent, 8000000,"Victoria Island, 1004",https://jiji.ng/1004/houses-apartments-for-rent/furnished-3bdrm-maisonette-in-1004-for-rent-tKcJUBifbB3tDFvo3opTW4hd.html?page=10&pos=3&cur_pos=3&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=193,"*to let! to let in 1004, victoria island*
*rent review*
*fully refurbished and furnished 3-bedroom maisonette*
*rent now n8m*
uwarah",Victoria island 1004,Fairly Used,Furnished,Maisonette,3 bedrooms,4 bathrooms,,"650
     
      sqm",Detached,,,,,,,,,,,,,,,
5bdrm Duplex in Lekki Ph1 Off for rent, 10000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/5bdrm-duplex-in-lekki-ph1-off-for-rent-dzwaa98ByuZud9J3ivp1xyWR.html?page=10&pos=6&cur_pos=6&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=196,"5bedroom duplex newly built detached apartment with swimming pool and boys quarter at lekki ph1 off admiralty way,secured and serine environment",Lekki ph1,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,Lekki ph1 off admiralty way,"600
     
      sqm",,,,,,,,,,,,,,,,
Furnished 4bdrm Duplex in Bananas Lsland for Rent, 25000000,"Ikoyi, Banana Island",https://jiji.ng/banana-island/houses-apartments-for-rent/furnished-4bdrm-duplex-in-bananas-lsland-for-rent-7SuryoQHpDi5wACBt2Ns5aKa.html?page=10&pos=10&cur_pos=10&ads_per_page=22&ads_count=16604&lid=xGx1kqPTxKiRvrNT&indexPosition=200,"FOR LEASE:
Description: 4 Bedroom Terrace Duplex with boxes quarter 
Location: Banana Island, Ikoyi
Rent: 25 million 
Service charge: 3.5 million
Agency: 10%
Legal: 5%
Caution: 1 million",bananas estates,Newly-Built,Furnished,Duplex,4 bedrooms,4 bathrooms,bananas lsland Estates 24hr security and light,"700
     
      sqm",,,,,,,,,,,,,,,,
