name,price,location,link,Description,Property Address,Estate Name,Property Size,Condition,Furnishing,Attribute_1,Attribute_2,Attribute_3,Service Charge Fee,Service Charge Covers,Agency Fee,Legal and Agreement Fee,Caution Fee,Total Fee,Subtype,Pets,New Property,Total Rooms,Parking Space,Broker Fee,Furnished
4bdrm Apartment in Macdonald Court for rent, 15000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/4bdrm-apartment-in-macdonald-court-for-rent-rH7aq1da5q4YPtgHVNzOMG8D.html?page=6&pos=2&cur_pos=2&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=115,"Fully serviced spacious 4bedrooms apartment with swimming pool, tennis court & children playground for rent
- 
*note:* for expatriate or corporate client.
location: macdonald court ikoyi lagos

 features:
- children playground
- tennis court
- swimming pool
- fitted kitchen
- 24 hours electricity 
- 24 hours security
- all rooms ensuite
- fitted kitchen
- interlock floor
- pop ceiling
- water heater
- family lounge
- water treatment
 for more information call whatsapp
uwe
yunusa",Macdonald Court Ikoyi Lagos,Macdonald Court Ikoyi,1000sqm,Fairly Used,Semi-Furnished,Apartment,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
5bdrm Duplex in Banana for Rent, 30000000,"Ikoyi, Banana Island",https://jiji.ng/banana-island/houses-apartments-for-rent/5bdrm-duplex-in-banana-for-rent-wvJjf05Ms7wFiueDvvyczXtS.html?page=6&pos=4&cur_pos=4&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=117,"Luxurious 5 bedroom semi detached house for rent in Banana island
fully serviced 
Location- Banana Island 
Rent- N30m 
Service charge- N3m 
Agency-10% 
Legal fee- 10%",2nd Avenue,Banana,250sqm,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,6 bathrooms,,,,,,,,,,,,,
6bdrm Duplex in Magodo Gra for rent, 6000000,Magodo,https://jiji.ng/magodo/houses-apartments-for-rent/6bdrm-duplex-in-magodo-gra-for-rent-ui9pEEgRJhTFP9VBSymNcYPM.html?page=6&pos=7&cur_pos=7&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=120,6bedroom duplex fantastic in magodo,Magodo,Magodo GRA,500sqm,Renovated,Semi-Furnished,Duplex,6 bedrooms,7 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki Phase1 for rent, 8500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-phase1-for-rent-u5tiClDbwHEPrj4I0qW1uHz4.html?page=6&pos=11&cur_pos=11&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=124,"Lekki phase 1 | 4 bed|n
4bedroom seni detached duplex .
: lekki, phase 1
can be used for residential 

legal: 10%
agency:10%
caution: 10%
total package 
details
- 4 bedroom
- 1 bq | 1 security room.
- phcn prepaid meter
- wardrobe
- fully fitted kitchen
- 3 car park
- easy to access.
zappy",Lekki phase 1,Lekki Phase1,600sqm,Renovated,Unfurnished,Duplex,4 bedrooms,5 bathrooms,1200000,,850000,850000,850000,2550000,,,,,,,
"4bdrm Townhouse / Terrace in Ikate, Lekki for Rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-ikate-lekki-for-rent-x39scIvCSkUdjQpnMCoID8fs.html?page=6&pos=13&cur_pos=13&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=126,"At Ikate 
4bedroom terrace house 
Location- ikate, Lekki 
Rent - N6m
Service charge- Not decided yet 
Legal fee- 10%
Agency fee 10% 
Caution deposit-300k","Ikate, Lekki",Ikate,350sqm,Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Orchid Road., Lekki Expressway for rent", 4500000,"Lekki, Lekki Expressway",https://jiji.ng/lekki-expressway/houses-apartments-for-rent/4bdrm-duplex-in-orchid-road-lekki-expressway-for-rent-9TjdWUGLCmZN9sj0OMoZcPEY.html?page=6&pos=16&cur_pos=16&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=129,"4 Bedroom Duplex for rent near potter land school.
Clean and nothing to fix of repair, free from flooding, 24 hour electricity, 24hours security.
Call The Solicitor for more info 
Akinmaz Property Links080XXXXXXXX","Near potter land school, Orchid road, Eleganzer.",Orchid Road.,300sqm,Fairly Used,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,450000,450000,300000,1200000,,,,,,,
"4bdrm Duplex in Bera, Lekki for rent", 5500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-bera-lekki-for-rent-wneqfB1RCdseSdw6i0MuMlo2.html?page=6&pos=19&cur_pos=19&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=132,"House Letting Out at 
Bera Estate Chevron Lekki. 
A newly renovated, fully serviced 4 bedroom semi detached duplex with a BQ and gate house in a very secured and serene environment.
Location: Bera Estate, Chevron Drive,Lekki. 
Rent: N5.5M 
Agency & legal fees 10% each 
Refundable caution deposit 20%.",Chevron,Bera,650sqm,Renovated,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Banana Island, Ikoyi for rent", 22000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/4bdrm-duplex-in-banana-island-ikoyi-for-rent-8EqW7arCCdoteFEigI4crkNO.html?page=6&pos=22&cur_pos=22&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=135,"FOR RENT
A newly built 4 bedroom semi detached duplexes with swimming pool etc. 
FEATURES:
- Newly built 
- fitted kitchen 
- Microwave & oven
- All Rooms En-suite
- 1 Living Room
- Paved compound
- POP Ceiling 
- Clean water 
- Swimming pool 
- Serene Environment 
Location: Banana island, Ikoyi
Price: N22m per unit
S/Charge: N3.5m
A&A: 10% each
#OcheAde#","Banana Island, Ikoyi",Banana Island,350sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"Furnished 3bdrm Apartment in Oniru Estate, Victoria Island Extension", 12000000,"Victoria Island, Victoria Island Extension",https://jiji.ng/victoria-island-extension/houses-apartments-for-rent/furnished-3bdrm-apartment-in-oniru-estate-victoria-island-extension-3ptakqdzOLtTADokZtB0D0IA.html?page=7&pos=2&cur_pos=2&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=138,"*TO LET*
Fully furnished and Serviced 3 bedroom Apartment with BQ and a pool.
Location: Oniru Estate, off Palace, Victoria Island, Lagos.
Rent:12m per annum
Service Charge:  per annum.
Caution fee- 
Agenc 
Legal - 

Chris",Oniru Estate off Palace rd,Oniru Estate,1000sqm,Fairly Used,Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
5bdrm Duplex in Chevron for rent, 7000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/5bdrm-duplex-in-chevron-for-rent-gdmBy0aTkMr9R1wI4Xz8bZEu.html?page=7&pos=5&cur_pos=5&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=141,"Chisom 5bedroom fully detached duplex for rent 
amenities: 
- [ ] fitted kitchen with accessories 
- [ ] modern day pop ceiling 
- [ ] detailed finishing 
- [ ] wardrobes 
- [ ] cctv 
- [ ] water heater
- [ ] heat extractor
- [ ] bq 
location: chevron lekki 
price: 7m per annum 
10 percent agency 
10 percent legal 
5 percent caution","Chevron,lekki",Chevron,500sqm,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
3bdrm Apartment in Ikoyi for rent, 20000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/3bdrm-apartment-in-ikoyi-for-rent-ut2QTcOeYiGj5EqXqxV21V7u.html?page=7&pos=8&cur_pos=8&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=144,"3 Bedroom fully serviced apartment in a serene and most secured neighborhood in Banana Island , Lagos
Price: 20 million Naira
Agency: 10%
Legal: 5%
Caution - 1m
Service charge: 5m/annum (including diesel deposit)
- 
Features
- Fitted Kitchen
- POP Ceilings
- Water Treatment
- 24/7 Security
- 24hrs power
- Water heater 
- Inbuilt speakers
- Fully Serviced 
- Walk-in Shower
- Gym
- Swimming pool",banana Island,,500sqm,Fairly Used,Unfurnished,Apartment,3 bedrooms,3 bathrooms,5000000,,,,,,,,,,,,
"5bdrm Duplex in Oral Estate, Chevron for rent", 7000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/5bdrm-duplex-in-oral-estate-chevron-for-rent-u9XERzAM5FuSJ5pWB3APJAv4.html?page=7&pos=11&cur_pos=11&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=147,"for rent 
5bedroom fully detached duplex for rent 
amenities: 
- [ ] fitted kitchen with accessories 
- [ ] modern day pop ceiling 
- [ ] detailed finishing 
- [ ] wardrobes 
- [ ] cctv 
- [ ] water heater
- [ ] heat extractor
- [ ] bq 
location: oral estate 
price: 7m per annum (×2)
10 percent agency 
10 percent legal 
10percent caution",Oral estate,Oral estate,300sqm,Newly-Built,Unfurnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Chevron, Lekki for rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-chevron-lekki-for-rent-6dbxtIpqSwOkQm9yogo0zLyf.html?page=7&pos=14&cur_pos=14&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=150,"*CHEVRON MIX USE RENT*
Very NEAT luxury, Spacious and modern - 4 Bedroom Semi Detached Duplex with BQ in a very secured estate (self compound ) Allowed for *Shared Apartment/other commercial activities.*
 *IDEAL FOR THE FOLLOWING:*
Family Resident
Staff House
Short Lets
Shared Apartment.
*FEATURES*
Ample Parking - (Up to 5 cars)
Automated Gate
Beautify Compound
Artificial Grass
CCTV
Large Reflect Wardrobes
*RENT - 5M*
Agency - 10%
Legal - 10%
Caution - 10%","Chevron, Lekki",Chevron,450sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki Expressway for rent, 5000000,"Lekki, Lekki Expressway",https://jiji.ng/lekki-expressway/houses-apartments-for-rent/4bdrm-duplex-in-lekki-expressway-for-rent-iyAYT350ukRXQf7evEVi4Stp.html?page=7&pos=17&cur_pos=17&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=153,Newly built 4 bedroom apartment with bq available for rent at orchid.,orchid lekki,,2000sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"5bdrm Duplex in Banana Island, Ikoyi for rent", 28000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/5bdrm-duplex-in-banana-island-ikoyi-for-rent-cLFiS17jbgihsi9zMjr8as9N.html?page=7&pos=20&cur_pos=20&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=156,"to let 
newly and massively built 5 bedroom semi detached house on 4 floors,
3 living rooms 
roof top sit out (green area)
3 guest toilets
ac fitted 
functional personal elevator
locationbanana island
rent; 28m
service charge; 3.5m
agency; 10%
legal; 10%
caution; 5%","Banana Island, Ikoyi",Banana Island,400sqm,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,6 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 8000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-aIEYP6u3yPuXuRsWufFxK6N0.html?page=7&pos=23&cur_pos=23&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=159,"FOR RENT! 
Lovely 4 Bedroom Detached Duplex 
Location- Chevron, Lekki
Rent - N8million per annum
Caution - 10%
Agency - 10% 
Legal - 10%
Property Features: 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] 24hrs Security
- [x] Jacuzzi
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
For more information and enquiries070XXXXXXXX",Chevron,,500sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-g6slTJxaqEhmccC8TVijlcqY.html?page=8&pos=3&cur_pos=3&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=162,"Fully Serviced Luxury 4Bedrooms Terrace Duplex with BQ For Rent
 Location: Osapa London Lekki Lagos.
Rent: N6M Per annum
Agency: 10%: 
Legal: 10%: 
Caution fee: 
Service charge  per month (Paid to the Estate Management)
*Features:*
 Fully serviced 
 All rooms En-suite 
 Ample parking space 
 Serene Environment 
 Accessible Road
Swimming pool 
Gym 
Lounge / Sit out Area 
 For more information call WhatsApp","Osapa London, Lekki.",,600sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
5bdrm Duplex in Ikoyi for rent, 35000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/5bdrm-duplex-in-ikoyi-for-rent-xh7INIuIFlFyhne82PMnBjsU.html?page=8&pos=6&cur_pos=6&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=165,"TO LET 
5 Bedroom Fully-Detached Duplex for Rent
Location : Ikoyi, Lagos
Rent : 35m per annum 
Other charges:
Agency: 10%
Legal: 10%
Caution: 1,000,000
Total: 43,000,000
Features:
All rooms En-suite 
| POP Ceiling 
| Large Living Area 
| Dinning Area 
| Fitted Kitchen 
| Heat Extractor 
| Water heater 
| High Ceiling 
| Kitchen Store 
| Large Master’s Room 
| Walk-InShower 
| Bathtub 
| BQ 
| Gated Estate",ikoyi,,400sqm,Newly-Built,Unfurnished,Duplex,5 bedrooms,6 bathrooms,,,3500000,3500000,1000000,8000000,,,,,,,
4bdrm Duplex in Ologolo for rent, 110000000,"Lekki, Ologolo",https://jiji.ng/ologolo/houses-apartments-for-rent/4bdrm-duplex-in-ologolo-for-rent-zpIYNE4Ckm7vVfczh8j48Ci.html?page=8&pos=9&cur_pos=9&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=168,"FNewly Built 4 Bedroom Semi Detached Duplex listed for sale
 Location: Ologolo, Lekki Lagos
Top Features: 
- [ ] 4BEDROOM 
- [ ] Fitted Kitchen with accessories 
- [ ] Modern Day POP Ceiling 
- [ ] Detailed finishing 
- [ ] Finished Wardrobes 
- [ ] Water heater
- [ ] Heat extractor
- [ ] BQ
Title: governors consent 
 Prices: N110M
For more details
Call/WhatsApp 080",Ologolo,,380sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Orchid, Lekki for rent", 5500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-orchid-lekki-for-rent-cKhb9Q47KGy1GpaS4IU8bwWT.html?page=8&pos=13&cur_pos=13&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=172,"4bedroom detached duplex 
Location:orchid 
Rent:5.5M
Agency:10%
Legal:10%
Caution:500k",2nd toll gate,orchid,500sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
3bdrm Apartment in Greenfield Estate for rent, 1500000,"Isolo, Ago Palace",https://jiji.ng/ago-palace/houses-apartments-for-rent/3bdrm-apartment-in-greenfield-estate-for-rent-vuPJdVqAWjy0R2ilWjbt653.html?page=8&pos=16&cur_pos=16&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=175,"Standard 3bedroom flat all rooms ensuite with visitors toilet... 
At Greenfield Estate Ago. 
Upstairs
Going for 1.5m",Greenfield Estate Ago,Greenfield Estate Ago,1000sqm,Renovated,Semi-Furnished,Apartment,3 bedrooms,4 bathrooms,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Lekki Phase1 for rent, 16000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-lekki-phase1-for-rent-uQ7G1iXnjiF8dkviWn5IJ31p.html?page=8&pos=17&cur_pos=17&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=176,"To let !! || 4bed duplex + bq ||  lekki phase 1
4 bedroom terrace duplex for rent.

other charges
agency: 10%
legal: 10%
feature
* brand new
* all rooms ensuite
* fitted kitchen
* 1bq
* shower
* swimming pool
* 24 hours security
* 24 hours electricity",Lekki Phase 1,Lekki Phase1,1200sqm,Newly-Built,Unfurnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,2100000,,1600000,1600000,1000000,4200000,Semi-Detached,,,,,,
"Furnished 4bdrm Townhouse / Terrace in Chevron Alternative, Lekki", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-townhouse-terrace-in-chevron-alternative-lekki-uIMGZJuBJ1SHG8N6PLLyMgxG.html?page=8&pos=21&cur_pos=21&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=180,"*fully furniised 4bedroom terrace duplex for rent in chevron alternative*
rent5m 
legal10%
agency10%

#emauch#","Chevron alternative, Lekki",Chevron alternative,300sqm,Fairly Used,Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Whiteoak, Lekki for Rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-whiteoak-lekki-for-rent-8MA4ua2Guyb9jdXueDEgVE5Y.html?page=8&pos=23&cur_pos=23&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=182,"4 bedroom semi detached house with a room bq. 
Location: WhiteOak estate ologolo 
Rent: 5m 
Caution: 300k 
Legal: 10% 
Agency: 10%","WhiteOak, Lekki",WhiteOak,450sqm,Fairly Used,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
5bdrm Duplex in Ikoyi for rent, 25000000,"Ikoyi, Old Ikoyi",https://jiji.ng/old-ikoyi/houses-apartments-for-rent/5bdrm-duplex-in-ikoyi-for-rent-7SUC3XRiuyil6hoab1xZhgbg.html?page=9&pos=3&cur_pos=3&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=185,"*to let*
lovely five(5) bedroom semi detach duplex ( with self compound) and a maid quarters for lease in ikoyi.
rent: 25m ( 2yrs)
agency: 10%
legal: 10%
caution: ??
jb",Ikoyi,Ikoyi,500sqm,Fairly Used,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
3bdrm Apartment in Magodo for rent, 2200000,Magodo,https://jiji.ng/magodo/houses-apartments-for-rent/3bdrm-apartment-in-magodo-for-rent-aERdlFjwsE2p1RFbJnH3ITpZ.html?page=9&pos=6&cur_pos=6&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=188,Renovated 3bedroom 2.2m,500,Magodo,500sqm,Renovated,Semi-Furnished,Apartment,3 bedrooms,4 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Opic Estate, Isheri North for rent", 2000000,"Ojodu, Isheri North",https://jiji.ng/isheri-north/houses-apartments-for-rent/4bdrm-duplex-in-opic-estate-isheri-north-for-rent-7Memsk68CHY5ZiYSSNeZI7lb.html?page=9&pos=9&cur_pos=9&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=191,Lovely 4 bedroom detached duplex all rooms en-suite and enough parking space for rent,Opic Estate,Opic Estate,500sqm,Fairly Used,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Ikate, Lekki for Rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikate-lekki-for-rent-mTQcPHAApvwM3wye1m28lqpf.html?page=9&pos=12&cur_pos=12&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=194,"PREMIUM LETTING
Palatable serviced semi-detached houses having four bedrooms (all en-suite) with spacious boys quarters strategically located on Ikate-Elegushi, Lekki, Lagos.
Special Features:
~Standby Generator
~Swimming Pool
~24/7 Security
~Gym
~Water Treatment Plant
~Ample Parking Space
RENT: per annum
SC Deposit per quarter
Caution Deposit:
Agency: 
Legal:","ikate, LEKKI",ikate,,,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Ajah for rent, 5000000,Ajah,https://jiji.ng/ajah/houses-apartments-for-rent/4bdrm-duplex-in-ajah-for-rent-yR8trIuFqDKyTAwknLBvEx2K.html?page=9&pos=15&cur_pos=15&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=197,"4 bedroom Semi detached for rent
With a BQ
Location: Olokola
Rent: 5m
Inside a secured eatate
Agency: 10%
Legal: 10%
Caution : 300k
No service charge
Self serviced",Olokola,,600sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Ikota Estate, Lekki for rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikota-estate-lekki-for-rent-b7rNFeJZ0Yskw7C06nIbBDit.html?page=9&pos=18&cur_pos=18&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=200,"TO LET
Newly Built, first user 4bedroom semi detached duplex with bq, swimming pool and 3 car parking space for rent at a very secured estate in ikota Lekki. Ivy Homes Estate.
Rent: N6M ( slightly negotiable)
Agency: N600k
Legal: N600k
Caution: 600k
Godmaan_realty",Ikota,Ikota estate,200sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,600000,600000,600000,1800000,,,,,,,
4bdrm Duplex in Lekki Phase 1 for rent, 11000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-phase-1-for-rent-3wOjohhehuF1w9RnaIs5Di9n.html?page=9&pos=21&cur_pos=21&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=203,"TO LET !! || 4BED ||  LEKKI PHASE 1 || 4 Bedroom Terrace Duplex for Rent
Location :  Lekki Phase 1, Lekki, Lagos
Rent : 11m per annum 
Other charges:
Agency: 10%
Legal: 10%
Caution: 1,000,000
Total: 14,200,000
Features:
All rooms En-suite 
| POP Ceiling 
| Large Living Area 
| Dinning Area 
| Fitted Kitchen 
| Heat Extractor 
| Water heater
| High Ceiling 
| Kitchen Store 
| Large Master’s Room 
| Walk-InShower 
| Bathtub",Lekki Phase 1,Lekki Phase 1,250sqm,Renovated,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,1100000,1000000,,,,,,,,
5bdrm Duplex in Lekki Phase 1 for rent, 760000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/5bdrm-duplex-in-lekki-phase-1-for-rent-jMrYuTOTXX7suyjkQCL228IG.html?page=10&pos=1&cur_pos=1&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=206,"Contemporary Automated 5 Bed Detached Duplex with Cinema, S/Pool & Elevator 
Location: Lekki Phase 1
Price: 760m
Features:
Beautiful finishing 
CCTV
Microwave & oven
Closet
All Rooms En-suite
1 Living Room
Interlocked Floor
POP Ceiling 
Water Heater; 4 Space Car Port
Walk-in Shower
Beautifully Finished
Modern Design
Boys’ quarters
Walk-in closet
Oven
1 Family Lounge
Coach",Lekki phase 1,Lekki phase 1,600sqm,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Townhouse / Terrace in Ikota for rent, 6000000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-ikota-for-rent-iceGc8LL6Tm0eHPbUtBYL35r.html?page=10&pos=4&cur_pos=4&ads_per_page=23&ads_count=15793&lid=SzDhW0jYmZXDa8ZH&indexPosition=209,"4BEDROOM SEMI TERRACE DUPLEX FOR RENT.
RENT: 6M
Other Charges:
Agency:10%
Legal:10%
Caution: 10:
 Total package: 7.8M
Amenities: 
- [ ] 4BEDROOM 
- [ ] Fitted Kitchen with accessories 
- [ ] Modern Day POP Ceiling 
- [ ] Detailed finishing 
- [ ] Wardrobes 
- [ ] Water heater
- [ ] Heat extractor.
- [ ]Jacuzzi
- [ ]Inverter
- [ ]Self Service",Ikota,,500sqm,Newly-Built,Unfurnished,Townhouse / Terrace,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
