name,price,location,link,Description,Property Address,Estate Name,Property Size,Condition,Furnishing,Attribute_1,Attribute_2,Attribute_3,Service Charge Fee,Service Charge Covers,Agency Fee,Legal and Agreement Fee,Caution Fee,Total Fee,Subtype,New Property,Total Rooms,Parking Space,Broker Fee,Furnished,Pets
3bdrm Apartment in Lekki County for rent, 2500000,"Lekki, Lekki Expressway",https://jiji.ng/lekki-expressway/houses-apartments-for-rent/3bdrm-apartment-in-lekki-county-for-rent-hfYEsHiOVIALkGRVIV38XjZ5.html?page=6&pos=5&cur_pos=5&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=117,"3 bed apartment for rent
Rent. 2.5m
Agent. 10%
Legal. 5%
Caution. 10%",3 bed apartment Lekki county for Rent,Lekki county,"1000
     
      sqm",Renovated,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,,250000,125000,250000,625000,,,,,,,
4bdrm Duplex in Lekki for rent, 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-buKu3hJ0csQUdbpeuz5PCNoR.html?page=6&pos=8&cur_pos=8&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=120,"It’s a 4 Bedroom Terrace Duplex in a private estate around Pinnock Osapa. It comes with swimming pool, children’s playground, and gym. It’s well secured with 24/7 security, the light is pay-as-you-go. It’s currently 15hours light based on the diesel increment. However, they’re expected to go back to 24/7 power supply in few weeks.",Osapa London,,"95
     
      sqm",Fairly Used,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,650000,650000,500000,1800000,,,,,,,
Furnished 3bdrm Block of Flats in Alfred Rewane Ikoyi for rent, 18000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/furnished-3bdrm-block-of-flats-in-alfred-rewane-ikoyi-for-rent-zesJ45tVLQr5acOnGSg6li9H.html?page=6&pos=10&cur_pos=10&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=122,"FOR RENT SERVICED 3 APARTMENTS WITH BQ WITHIN A SERENE NEIGHBOURHOOD Location: Alfred Rewane Ikoyi, Lagos  Price Other charges: - Refundable Caution:  Agency: 10% - Legal: 10% - Service charge Features: - All rooms En-suite - Fitted kitchen - Stamp concrete floor - 24hrs security - 24hrs electricity - carpark - Shower cubicles - water heaters -water treatment plant - Swimming pool - Gym - children playground •",Ikoyi axis,Alfred Rewane Ikoyi,"650
     
      sqm",Newly-Built,Furnished,Block of Flats,3 bedrooms,3 bathrooms,,,,1800000,2500000,,,,,,,,
"4bdrm Duplex in Orchid Road, Lekki for rent", 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-orchid-road-lekki-for-rent-mGxIgPOYxjvwV1vOLDGYC5Bo.html?page=6&pos=13&cur_pos=13&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=125,"To let
4 bedroom semi detached duplex with a bq available for rent
location orchid, lekki, lagos
rent #6.5m
other charges:
agency: 10%
legal: 10%
caution: 500k
features:
all rooms en-suite
pop ceiling
large living area
dinning area
fitted kitchen
heat extractor
water heaters
walk-in shower
bathtub
bq
gated estate
etc etc",orchid road,"Orchid road, Lekki","200
     
      sqm",Renovated,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,650000,500000,,,,,,,,
3bdrm Block of Flats in Lekki for rent, 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-block-of-flats-in-lekki-for-rent-kPSjVWqlfyAbJuC8ANNza8Xp.html?page=6&pos=16&cur_pos=16&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=128,"Serviced 3-Bedroom Apartment on the second floor 
Location: Lekki Phase 1
6.5m",Lekki phase 1,,"600
     
      sqm",Newly-Built,Semi-Furnished,Block of Flats,3 bedrooms,4 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Chevron Alternative, Lekki for Rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-chevron-alternative-lekki-for-rent-cMDEYQpJjh1KOxaDREDTaBua.html?page=6&pos=19&cur_pos=19&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=131,"Luxury 4 bed duplex for rent ,
service charge -500000,
5 toilet, standard kitchen
swimming pool and gym spot .
car park
Ro",chevron,Chevron Alternative,,,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
"5bdrm Duplex in Oral Estate, Chevron for rent", 7000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/5bdrm-duplex-in-oral-estate-chevron-for-rent-u9XERzAM5FuSJ5pWB3APJAv4.html?page=6&pos=22&cur_pos=22&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=134,"for rent 
5bedroom fully detached duplex for rent 
amenities: 
- [ ] fitted kitchen with accessories 
- [ ] modern day pop ceiling 
- [ ] detailed finishing 
- [ ] wardrobes 
- [ ] cctv 
- [ ] water heater
- [ ] heat extractor
- [ ] bq 
location: oral estate 
price: 7m per annum (×2)
10 percent agency 
10 percent legal 
10percent caution",Oral estate,Oral estate,"300
     
      sqm",Newly-Built,Unfurnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
"3bdrm Townhouse / Terrace in Blake Wood Court, Chevron for rent", 5000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/3bdrm-townhouse-terrace-in-blake-wood-court-chevron-for-rent-ndAROO7xX8cGlSYh2UwOBHo1.html?page=7&pos=3&cur_pos=3&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=138,"Massive 3 Bedroom Terrace with BQ for Rent.
Location; Blake wood court orchid (immediately after the hotel) 
Rent; 5m
Agency; 500k
Legal; 500k
Caution;300k 
Total; 6.3M.",ORCHID RD,Blake Wood court,"500
     
      sqm",Newly-Built,Semi-Furnished,Townhouse / Terrace,3 bedrooms,3 bathrooms,,,,,,,Semi-Detached,,,,,,
"4bdrm Maisonette in Ikate, Lekki for rent", 8000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-maisonette-in-ikate-lekki-for-rent-tUy52s24cFLOsexUuM940d1V.html?page=7&pos=6&cur_pos=6&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=141,"To let !! 4bed maisonette ||  ikate lekki lagos
4 bedroom apartment & bq for rent ! 
location:  ikate, lekki lagos
price: 8m per annum
other charges :
agency 10%
legal 5%
caution: 10%
service charge: 700k per annum (pay as you go)
total package: 10.7m
features
- all rooms ensuite
- open kitchen plan
- 24 hours security
- 24 hours electricity
- interlocked floor
- water heater
- walk-in-shower
- pop celling
- swimming pool
- gym
- fully serviced",Ikate,Ikate,"3000
     
      sqm",Newly-Built,Unfurnished,Maisonette,4 bedrooms,5 bathrooms,700000,,800000,400000,800000,2000000,Semi-Detached,,,,,,
"Furnished 4bdrm Duplex in Orchid Road, Chevron for rent", 4000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/furnished-4bdrm-duplex-in-orchid-road-chevron-for-rent-xpt1nQ2ncw0ENk4mou8VSHC1.html?page=7&pos=8&cur_pos=8&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=143,A very massive descent and uniquely built 4bedrooms duplex for rent at orchid Road,Orchid Road,Orchid Road,"300
     
      sqm",Renovated,Furnished,Duplex,4 bedrooms,4 bathrooms,,,400000,400000,400000,1200000,,,,,,,
4bdrm Townhouse / Terrace in Lekki for rent, 4000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-lekki-for-rent-iHFSJj6iAbji3wkIwKsF2O7U.html?page=7&pos=11&cur_pos=11&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=146,"FOR RENT! 
Lovely 4 Bedroom Terrace Duplex 
Location- VGC, Lekki 
Agency - 10% 
Legal - 10%
Property Features: 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] 24hrs Security
- [x] 20hrs Electricity 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet 
#shelterforyouproperties #lekkirealtor #lekkiagent #luxuryhousesforsale #homebuyers #firsttimehomebuyer #realestateagent #4bedroomfullydetachedduplexforsale #5bedroomfullydetachedduplexforsale #lagosrealestate #propertyagents #explorerealestate #explorepage #viralpost #ukrealestateinvestment #newsupdate #blogs #4bedroom #vgc",VGC,,"500
     
      sqm",Newly-Built,Semi-Furnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,,,,,,,Semi-Detached,,,,,,
"2bdrm Apartment in Behind Zenith, Victoria Island for rent", 8000000,Victoria Island,https://jiji.ng/victoria-island/houses-apartments-for-rent/2bdrm-apartment-in-behind-zenith-victoria-island-for-rent-pak46o7Qb3WEjmmNEbfAf81.html?page=7&pos=15&cur_pos=15&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=150,"2 bed apartment, newly built, 
features
Gym",ZENITH BANK ROAD,BEHIND ZENITH,"2500
     
      sqm",Newly-Built,Unfurnished,Apartment,2 bedrooms,2 bathrooms,1300000,"cleaning, waste, security, etc",10,10,500000,,,,,,,,
Mini Flat in Badore Ajah Lagos for rent, 300000,Ajah,https://jiji.ng/ajah/houses-apartments-for-rent/mini-flat-in-badore-ajah-lagos-for-rent-s9iyEcVeumLZGEgtntDpvzI8.html?page=7&pos=19&cur_pos=19&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=154,"A 5 month mini-flat for rent 300k, is close to the road the person is moving out ASAP, once payment is done.",Badore Ajah Lagos,Badore Ajah Lagos,"600
     
      sqm",Fairly Used,Semi-Furnished,Mini Flat,1 bedroom,1 bathroom,,,,,,,,,,,,,
4bdrm Duplex in Chevron Lekki for rent, 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-chevron-lekki-for-rent-kSySi2GAkHxcPlsVJUlASTnx.html?page=7&pos=22&cur_pos=22&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=157,"Newly built 4Bedrooms Fully Detached Duplex with Bq at chevron second toll gate is available for rent 
Annual rent 6miliion 
Agency 60ok.
Legal 300k
Refundable caution 600k
Service charge 480
It can also be self serviced",Chevron second toll gate,Chevron Lekki,"500
     
      sqm",Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
3bdrm Apartment in Osapa London for rent, 3500000,"Lekki, Osapa london",https://jiji.ng/osapa-london/houses-apartments-for-rent/3bdrm-apartment-in-osapa-london-for-rent-fHAvvvtHMakFAFV7zZh0GdfV.html?page=8&pos=1&cur_pos=1&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=159,"to let
tastefully built and serviced three bedroom flat inside an estate in osapa
location osapa london
caution fee:n10%
legal fee: 10%
agency fee: 10%
nb: *please come with your direct client... chain is long*
tmr",Osapa,Osapa London,"500
     
      sqm",Newly-Built,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
3bdrm Apartment in Lekki Phase I for rent, 7500000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/3bdrm-apartment-in-lekki-phase-i-for-rent-zpdmsUuCwHPidGVmuF9eFCcv.html?page=8&pos=4&cur_pos=4&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=162,"3 bedroom apartment for rent
rent. 7.5m
agent and agreement. 10% each
caution deposit. n500,000
diesel account. n2m
service charge. n2m
it has bq
swimming pool
gym
lekki phase 1","3 BED APARTMENT WITH SWIMMIN POOL, BQ, GYM-LEKKI PHASE I _RE",LEKKI PHASE I,"1200
     
      sqm",Newly-Built,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,2000000,"Light, cleaning, security etc",10,10,500000,500020,,,,,,,
4bdrm Duplex in Victoria Island Extension for rent, 9500000,"Victoria Island, Victoria Island Extension",https://jiji.ng/victoria-island-extension/houses-apartments-for-rent/4bdrm-duplex-in-victoria-island-extension-for-rent-i1zs5SFkflzOB6MeHqOUTJKc.html?page=8&pos=6&cur_pos=6&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=164,"Luxury 4 bedroom services terrace duplex 1bq 
Platinum way beside Nicon Town lekki 
*Facilities*
Swimming pool,gym, 247power, all ensuite, cctv fitted kitchen wardrobes, balcony 
Rent 9.5M
Services charge 800k
Legal 10%
Agency 10%
Caution 10%",Oniru,,"500
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Ologolo for rent, 110000000,"Lekki, Ologolo",https://jiji.ng/ologolo/houses-apartments-for-rent/4bdrm-duplex-in-ologolo-for-rent-zpIYNE4Ckm7vVfczh8j48Ci.html?page=8&pos=9&cur_pos=9&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=167,"FNewly Built 4 Bedroom Semi Detached Duplex listed for sale
 Location: Ologolo, Lekki Lagos
Top Features: 
- [ ] 4BEDROOM 
- [ ] Fitted Kitchen with accessories 
- [ ] Modern Day POP Ceiling 
- [ ] Detailed finishing 
- [ ] Finished Wardrobes 
- [ ] Water heater
- [ ] Heat extractor
- [ ] BQ
Title: governors consent 
 Prices: N110M
For more details
Call/WhatsApp 080",Ologolo,,"380
     
      sqm",Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
"3bdrm Apartment in Igboefon, Lekki for rent", 2700000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-apartment-in-igboefon-lekki-for-rent-ilG6lmpnvEZXtrKGjBCKQKMK.html?page=8&pos=13&cur_pos=13&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=171,"Newly Built 3bedroom 
Location- Igbouefon 
Rent - 2,700,000
S/C - 144,000
Legal - 10% 
Agency - 10%
Caution - 100,000
#titaiw#","Igboefon, Lekki",Igboefon,"150
     
      sqm",Newly-Built,Semi-Furnished,Apartment,3 bedrooms,4 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-k8GgcMSnXdhnPSew7OerF4YB.html?page=8&pos=15&cur_pos=15&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=173,"FOR RENT! 
Lovely 4 Bedroom Semi Detached Duplex
Location- Agungi, Lekki
Rent -per annum
Service Charge -monthly (pay as you go) 
Caution - 10%
Agency - 10% 
Legal - 10%
Property Features:
- [x] 24hrs Security
- [x] 24hrs Electricity
- [x] Swimming Pool
- [x] Water Heater
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
For more information and enquiries070XXXXXXXX",Agungi,,"500
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 5500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-cMtCHuHDZYminprnzNlG0TZU.html?page=8&pos=19&cur_pos=19&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=177,"House for rent
brief: a brand new 4-bedroom semi-detached duplex with a room
rent: n5.5m
agency: 10%
legal: 10%
caution: 10%
s.c: tbd
orchid rd, lekki, lagos",Orchid Road,,"300
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,550000,550000,550000,1650000,,,,,,,
5bdrm Duplex in Ikota Gra for rent, 5000000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/5bdrm-duplex-in-ikota-gra-for-rent-uP9xjoflLzS2k9eEAeR5gKZ7.html?page=8&pos=21&cur_pos=21&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=179,"TO LET IN IKOTA
5 Bedroom Fully detached house with a room staff quarters and a laundry room at Ikota 

Dapo
Victor",Ikota,Ikota gra,"500
     
      sqm",Fairly Used,Unfurnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,
3bdrm Duplex in Ikoyi for rent, 12000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/3bdrm-duplex-in-ikoyi-for-rent-dlgBFigPjlsysOpepiN5BqjZ.html?page=9&pos=1&cur_pos=1&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=182,"Fully Serviced Spacious 3Bedroom Terrace duplex with Pool BQ For Rent
Location: Off Awolowo way, Ikoyi Lagos
Rent: N12M Per annum
Service Charges: 1.5M
Power is Pay As you Go.
Agency: 10%
 Legal: 10%
 Caution Deposit: 800k
 *Features*
- All Rooms Ensuite
- Swimming pool
- BQ
- Serviced Apartment
- Stable Power Supply
- 24 Hours Security
- Fitted kitchen
- Dinning Section
- Family Lounge
- Good road
- Serene environment
- Prime location
- Good neighborhood
- Clean Water
- Good drainage system","Off Awolowo way, Ikoyi.",,"600
     
      sqm",Fairly Used,Unfurnished,Duplex,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
"4bdrm Duplex in Ikota Villa, Lekki Expressway for rent", 6500000,"Lekki, Lekki Expressway",https://jiji.ng/lekki-expressway/houses-apartments-for-rent/4bdrm-duplex-in-ikota-villa-lekki-expressway-for-rent-tRniqRVOSFbZsK849jsuSStI.html?page=9&pos=4&cur_pos=4&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=185,"4 Bedroom Detached Duplex for Rent
Price: ₦6,500,000
Caution: ₦500,000
Legal: ₦650,000
Agency: ₦650,000
Location: Ikota, Lekki, Lagos 
Features:
-All Rooms Ensuite
-CCTV
-Jacuzzi
-Fitted Kitchen
-POP Ceiling
-Wardrobe
-In-built Speakers
-Walk-in Closet
-Water Heater
-Heat Extractor
-Ample Parking Space",4 BEDROOM DUPLEX FULLY DETACHED -IKOTA-LEKKI AJAH FOR RENT,IKOTA VILLA,"300
     
      sqm",Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
3 Bedroom Luxury Apartment With Bq At Ikoyi Rent, 9000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/3-bedroom-luxury-apartment-with-bq-at-ikoyi-rent-mdUktlkHFyVypJ3PMmXQPefr.html?page=9&pos=7&cur_pos=7&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=188,"For Rent 3 Bedroom luxury apartment with Bq stylish and tastefully finished offering an exquisite, spacious and bright interior combining beautiful period features with stunning contemporary, Fitted Modern Separate Kitchen,GYM, HOT TUB, POOL, SQUASH COURT, TENNIS COURT,located at Mosley road Ikoyi. Rent: 9 Million Naira",,,"300
     
      sqm",,,Apartment,3 bedrooms,3 bathrooms,,,,,,,,No,3,Yes,No,No,
3bdrm Apartment in Ikoyi for rent, 15000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/3bdrm-apartment-in-ikoyi-for-rent-yp7cJDYxsjUmQWmONCH6wFLK.html?page=9&pos=11&cur_pos=11&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=192,"3 Bedroom apartment (3rd floor)
Location - Ikoyi, Lagos
Rent - N15million per annum
Service charge - N2,000,000
Diesel Deposit - N1,000,000
Caution - 10%
Agency- 10%
Legal - 10%
Features:
- All Rooms Ensuite
- Fitted kitchen
- Stamped Concrete Floor
- Pop Ceiling
- Water Heater
- Walk in shower
- Water Treatment
- 24 Hours Security
-24 hours electricity
- swimming pool
- elevator
- Bq
Message us now to rent this apartment",Ikoyi south,Ikoyi,"300
     
      sqm",Newly-Built,Unfurnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Ikate for rent, 5000000,"Lekki, Ikate",https://jiji.ng/ikate/houses-apartments-for-rent/4bdrm-duplex-in-ikate-for-rent-im6gT3axKcQG61LeIqE3q2is.html?page=9&pos=14&cur_pos=14&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=195,"*For rent in Ilasan, Ikate*
4 bedroom terrace duplex with private compound
Rent 5m
Agency 10%
Legal 10%
Caution 10%
Self service",ilasan,,"450
     
      sqm",Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,500000,500000,500000,1500000,,,,,,,
"4bdrm Duplex in Opic Estate, Isheri North for rent", 2000000,"Ojodu, Isheri North",https://jiji.ng/isheri-north/houses-apartments-for-rent/4bdrm-duplex-in-opic-estate-isheri-north-for-rent-7Memsk68CHY5ZiYSSNeZI7lb.html?page=9&pos=16&cur_pos=16&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=197,Lovely 4 bedroom detached duplex all rooms en-suite and enough parking space for rent,Opic Estate,Opic Estate,"500
     
      sqm",Fairly Used,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
4bdrm Apartment in Ikoyi for rent, 20000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/4bdrm-apartment-in-ikoyi-for-rent-AQoJMbQI1EnKAzRpL9nE9PKY.html?page=9&pos=20&cur_pos=20&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=201,"4 bedroom semi detached duplex available for rent 
Location:ikoyi 
Price:20m
Ag10%
Legal 10%
Caution 10%
Features:
Brand new 
Fully fitted kitchen 
24 hours security 
Clean water
ONLY SERIOUS CLIENTS",ikoyi,,"300
     
      sqm",Newly-Built,Unfurnished,Apartment,4 bedrooms,4 bathrooms,,,2000000,2000000,2000000,6000000,,,,,,,
"4bdrm Apartment in Ologolo, Lekki for rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-apartment-in-ologolo-lekki-for-rent-kcrAeeIjKoJFdfTi4jwg8BpM.html?page=9&pos=23&cur_pos=23&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=204,"*to let in ologolo, lekki, lagos* 
 *very clean 4 bedroom semi detached duplex is available for rent* 
 *rent: 5m* 
 *caution: 500k* 
 *legal:10%* 
 *agent: 10%*
 *inspection fee: n5000*
#matthewreal#","Ologolo, Lekki",Ologolo,"150
     
      sqm",Fairly Used,Semi-Furnished,Apartment,4 bedrooms,5 bathrooms,,,,,,,,,,,,,
4bdrm Duplex in Chevron for rent, 5000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/4bdrm-duplex-in-chevron-for-rent-nvYxBVCqA945UUHXoxgoTKzK.html?page=10&pos=3&cur_pos=3&ads_per_page=23&ads_count=15810&lid=Xg7o-UQzyIZWjCuu&indexPosition=207,"4 bedroom semi-detached duplex in Chevron For Rent.
Rent - N5m
Legal - 10%
Agency - 10%
Caution -N500k","Chevron, Lekki.",,"520
     
      sqm",Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,
